Source,Target,Weight
Heine C,Thiemann T,1
Frey N,Thiemann T,1
Lavine KJ,Thiemann T,1
Coscia F,Thiemann T,1
Saez-Rodriguez J,Thiemann T,1
Leuschner F,Thiemann T,1
Schapiro D,Thiemann T,1
Amrute JM,Nordbeck M,1
Amrute JM,Hartmann N,1
Amrute JM,Ibarra-Arellano MA,1
Amrute JM,Tanevski J,1
Amrute JM,Chazotte M,1
Amrute JM,Heine C,1
Amrute JM,Frey N,1
Amrute JM,Lavine KJ,1
Amrute JM,Coscia F,1
Amrute JM,Saez-Rodriguez J,1
Amrute JM,Leuschner F,1
Amrute JM,Schapiro D,1
Hartmann N,Nordbeck M,1
Ibarra-Arellano MA,Nordbeck M,1
Nordbeck M,Tanevski J,1
Chazotte M,Nordbeck M,1
Heine C,Nordbeck M,1
Frey N,Nordbeck M,1
Lavine KJ,Nordbeck M,1
Coscia F,Nordbeck M,1
Nordbeck M,Saez-Rodriguez J,1
Leuschner F,Nordbeck M,1
Nordbeck M,Schapiro D,1
Hartmann N,Ibarra-Arellano MA,1
Hartmann N,Tanevski J,1
Chazotte M,Hartmann N,1
Hartmann N,Heine C,1
Frey N,Hartmann N,1
Hartmann N,Lavine KJ,1
Coscia F,Hartmann N,1
Hartmann N,Saez-Rodriguez J,1
Hartmann N,Leuschner F,1
Hartmann N,Schapiro D,1
Ibarra-Arellano MA,Tanevski J,1
Chazotte M,Ibarra-Arellano MA,1
Heine C,Ibarra-Arellano MA,1
Frey N,Ibarra-Arellano MA,1
Ibarra-Arellano MA,Lavine KJ,1
Coscia F,Ibarra-Arellano MA,1
Ibarra-Arellano MA,Saez-Rodriguez J,1
Ibarra-Arellano MA,Leuschner F,1
Ibarra-Arellano MA,Schapiro D,1
Chazotte M,Tanevski J,1
Heine C,Tanevski J,1
Frey N,Tanevski J,1
Lavine KJ,Tanevski J,1
Coscia F,Tanevski J,1
Saez-Rodriguez J,Tanevski J,1
Leuschner F,Tanevski J,1
Schapiro D,Tanevski J,1
Chazotte M,Heine C,1
Chazotte M,Frey N,1
Chazotte M,Lavine KJ,1
Chazotte M,Coscia F,1
Chazotte M,Saez-Rodriguez J,1
Chazotte M,Leuschner F,1
Chazotte M,Schapiro D,1
Frey N,Heine C,1
Heine C,Lavine KJ,1
Coscia F,Heine C,1
Heine C,Saez-Rodriguez J,1
Heine C,Leuschner F,1
Heine C,Schapiro D,1
Frey N,Lavine KJ,1
Coscia F,Frey N,1
Frey N,Saez-Rodriguez J,1
Frey N,Leuschner F,1
Frey N,Schapiro D,1
Coscia F,Lavine KJ,1
Lavine KJ,Saez-Rodriguez J,1
Lavine KJ,Leuschner F,1
Lavine KJ,Schapiro D,1
Coscia F,Saez-Rodriguez J,1
Coscia F,Leuschner F,1
Coscia F,Schapiro D,1
Leuschner F,Saez-Rodriguez J,1
Saez-Rodriguez J,Schapiro D,1
Leuschner F,Schapiro D,1
Dragomir MP,Makhmut A,1
Makhmut A,Moebs M,1
Makhmut A,Schmitt WD,1
Makhmut A,Taube ET,1
Dragomir MP,Fritzsche S,1
Dragomir MP,Moebs M,1
Dragomir MP,Schmitt WD,1
Dragomir MP,Taube ET,1
Coscia F,Dragomir MP,1
Fritzsche S,Moebs M,1
Fritzsche S,Schmitt WD,1
Fritzsche S,Taube ET,1
Moebs M,Schmitt WD,1
Moebs M,Taube ET,1
Coscia F,Moebs M,1
Schmitt WD,Taube ET,1
Coscia F,Schmitt WD,1
Coscia F,Taube ET,1
Klingeberg M,Krisp C,1
Fritzsche S,Klingeberg M,2
Klingeberg M,Schallenberg S,2
Hornburg D,Klingeberg M,1
Coscia F,Klingeberg M,2
Fritzsche S,Krisp C,1
Krisp C,Schallenberg S,1
Hornburg D,Krisp C,1
Coscia F,Krisp C,1
Fritzsche S,Schallenberg S,2
Fritzsche S,Hornburg D,1
Hornburg D,Schallenberg S,1
Coscia F,Schallenberg S,2
Coscia F,Hornburg D,1
Gasparello T,Pearson M,1
Gasparello T,von Kriegsheim A,1
Pearson M,von Kriegsheim A,1
Wang Y,Wu Y,1
Wang Y,Zhang F,1
Periasamy P,Wang Y,1
Wang Y,You H,1
Goh D,Wang Y,1
Fincham REA,Wang Y,1
Ning X,Wang Y,1
Wang Y,Wu D,1
Liu L,Wang Y,1
Jiang Y,Wang Y,1
Qian Z,Wang Y,1
Wang Y,Yeong J,1
Wang Y,Zhang Y,1
Wu Y,Zhang F,1
Periasamy P,Wu Y,1
Wu Y,You H,1
Goh D,Wu Y,1
Fincham REA,Wu Y,1
Ning X,Wu Y,1
Wu D,Wu Y,1
Liu L,Wu Y,1
Jiang Y,Wu Y,1
Qian Z,Wu Y,1
Wu Y,Yeong J,1
Wu Y,Zhang Y,1
Periasamy P,Zhang F,1
You H,Zhang F,1
Goh D,Zhang F,1
Fincham REA,Zhang F,1
Ning X,Zhang F,1
Wu D,Zhang F,1
Liu L,Zhang F,1
Jiang Y,Zhang F,1
Qian Z,Zhang F,1
Yeong J,Zhang F,1
Zhang F,Zhang Y,1
Periasamy P,You H,1
Goh D,Periasamy P,1
Fincham REA,Periasamy P,1
Ning X,Periasamy P,1
Periasamy P,Wu D,1
Liu L,Periasamy P,1
Jiang Y,Periasamy P,1
Periasamy P,Qian Z,1
Periasamy P,Yeong J,1
Periasamy P,Zhang Y,1
Goh D,You H,1
Fincham REA,You H,1
Ning X,You H,1
Wu D,You H,1
Liu L,You H,1
Jiang Y,You H,1
Qian Z,You H,1
Yeong J,You H,1
You H,Zhang Y,1
Fincham REA,Goh D,1
Goh D,Ning X,1
Goh D,Wu D,1
Goh D,Liu L,1
Goh D,Jiang Y,1
Goh D,Qian Z,1
Goh D,Yeong J,1
Goh D,Zhang Y,1
Fincham REA,Ning X,1
Fincham REA,Wu D,1
Fincham REA,Liu L,1
Fincham REA,Jiang Y,1
Fincham REA,Qian Z,1
Fincham REA,Yeong J,1
Fincham REA,Zhang Y,1
Ning X,Wu D,1
Liu L,Ning X,1
Jiang Y,Ning X,1
Ning X,Qian Z,1
Ning X,Yeong J,1
Ning X,Zhang Y,1
Liu L,Wu D,1
Jiang Y,Wu D,1
Qian Z,Wu D,1
Wu D,Yeong J,1
Wu D,Zhang Y,1
Jiang Y,Liu L,1
Liu L,Qian Z,1
Liu L,Yeong J,1
Liu L,Zhang Y,1
Jiang Y,Qian Z,1
Jiang Y,Yeong J,1
Jiang Y,Zhang Y,1
Qian Z,Yeong J,1
Qian Z,Zhang Y,1
Yeong J,Zhang Y,1
Brown LA,Weiss CAM,1
Miranda L,Weiss CAM,1
Pellizzoni P,Weiss CAM,1
Remmert K,Weiss CAM,1
Hernandez JM,Weiss CAM,1
Borgwardt K,Weiss CAM,1
Kleiner DE,Weiss CAM,1
Ben-Moshe S,Weiss CAM,2
Porat-Shliom N,Weiss CAM,1
Brown LA,Miranda L,1
Brown LA,Pellizzoni P,1
Brown LA,Steigerwald S,1
Brown LA,Remmert K,1
Brown LA,Hernandez JM,1
Borgwardt K,Brown LA,1
Brown LA,Kleiner DE,1
Ben-Moshe S,Brown LA,1
Brown LA,Rosenberger FA,1
Brown LA,Porat-Shliom N,1
Brown LA,Mann M,1
Miranda L,Pellizzoni P,1
Miranda L,Steigerwald S,1
Miranda L,Remmert K,1
Hernandez JM,Miranda L,1
Borgwardt K,Miranda L,1
Kleiner DE,Miranda L,1
Ben-Moshe S,Miranda L,1
Miranda L,Rosenberger FA,1
Miranda L,Porat-Shliom N,1
Mann M,Miranda L,1
Pellizzoni P,Steigerwald S,1
Pellizzoni P,Remmert K,1
Hernandez JM,Pellizzoni P,1
Borgwardt K,Pellizzoni P,1
Kleiner DE,Pellizzoni P,1
Ben-Moshe S,Pellizzoni P,1
Pellizzoni P,Rosenberger FA,1
Pellizzoni P,Porat-Shliom N,1
Mann M,Pellizzoni P,1
Remmert K,Steigerwald S,1
Hernandez JM,Steigerwald S,1
Borgwardt K,Steigerwald S,1
Kleiner DE,Steigerwald S,1
Ben-Moshe S,Steigerwald S,1
Porat-Shliom N,Steigerwald S,1
Hernandez JM,Remmert K,1
Borgwardt K,Remmert K,1
Kleiner DE,Remmert K,1
Ben-Moshe S,Remmert K,1
Remmert K,Rosenberger FA,1
Porat-Shliom N,Remmert K,1
Mann M,Remmert K,1
Borgwardt K,Hernandez JM,1
Hernandez JM,Kleiner DE,1
Ben-Moshe S,Hernandez JM,1
Hernandez JM,Rosenberger FA,1
Hernandez JM,Porat-Shliom N,1
Hernandez JM,Mann M,1
Borgwardt K,Kleiner DE,1
Ben-Moshe S,Borgwardt K,1
Borgwardt K,Rosenberger FA,1
Borgwardt K,Porat-Shliom N,1
Borgwardt K,Mann M,1
Ben-Moshe S,Kleiner DE,1
Kleiner DE,Rosenberger FA,1
Kleiner DE,Porat-Shliom N,1
Kleiner DE,Mann M,1
Ben-Moshe S,Rosenberger FA,2
Ben-Moshe S,Porat-Shliom N,1
Ben-Moshe S,Mann M,2
Porat-Shliom N,Rosenberger FA,1
Mann M,Porat-Shliom N,1
Chakrabarti S,Makhmut A,1
Chakrabarti S,Mohammadi A,1
Chakrabarti S,Luo W,1
Chakrabarti S,Wang L,1
Chakrabarti S,Lewin GR,1
Chakrabarti S,Coscia F,1
Makhmut A,Mohammadi A,1
Luo W,Makhmut A,1
Makhmut A,Wang L,1
Lewin GR,Makhmut A,1
Luo W,Mohammadi A,1
Mohammadi A,Wang L,1
Lewin GR,Mohammadi A,1
Coscia F,Mohammadi A,1
Luo W,Wang L,1
Lewin GR,Luo W,1
Coscia F,Luo W,1
Lewin GR,Wang L,1
Coscia F,Wang L,1
Coscia F,Lewin GR,1
Min J,Schweizer L,1
Min J,Zonderland G,1
Min J,Selvanesan BC,1
Min J,Thomsen JH,1
Min J,Oldenburg L,1
Bae SW,Min J,1
Kim B,Min J,1
Hernández SD,Min J,1
Jez G,Min J,1
Bernard V,Min J,1
Min J,Swanson BJ,1
Klute KA,Min J,1
Min J,Wang H,1
Caffrey TC,Min J,1
Grandgenett PM,Min J,1
Hollingsworth MA,Min J,1
Min J,Ummat I,1
Min J,Strauss MT,1
Min J,Mund A,1
Maitra A,Min J,1
Schweizer L,Zonderland G,1
Schweizer L,Selvanesan BC,1
Schweizer L,Thomsen JH,1
Oldenburg L,Schweizer L,1
Bae SW,Schweizer L,1
Kim B,Schweizer L,1
Hernández SD,Schweizer L,1
Jez G,Schweizer L,1
Bernard V,Schweizer L,1
Schweizer L,Swanson BJ,1
Klute KA,Schweizer L,1
Schweizer L,Wang H,1
Caffrey TC,Schweizer L,1
Grandgenett PM,Schweizer L,1
Hollingsworth MA,Schweizer L,1
Schweizer L,Ummat I,1
Maitra A,Schweizer L,1
Selvanesan BC,Zonderland G,1
Thomsen JH,Zonderland G,1
Oldenburg L,Zonderland G,1
Bae SW,Zonderland G,1
Kim B,Zonderland G,1
Hernández SD,Zonderland G,1
Jez G,Zonderland G,1
Bernard V,Zonderland G,1
Swanson BJ,Zonderland G,1
Klute KA,Zonderland G,1
Wang H,Zonderland G,1
Caffrey TC,Zonderland G,1
Grandgenett PM,Zonderland G,1
Hollingsworth MA,Zonderland G,1
Ummat I,Zonderland G,1
Strauss MT,Zonderland G,1
Mund A,Zonderland G,1
Maitra A,Zonderland G,1
Selvanesan BC,Thomsen JH,1
Oldenburg L,Selvanesan BC,1
Bae SW,Selvanesan BC,1
Kim B,Selvanesan BC,1
Hernández SD,Selvanesan BC,1
Jez G,Selvanesan BC,1
Bernard V,Selvanesan BC,1
Selvanesan BC,Swanson BJ,1
Klute KA,Selvanesan BC,1
Selvanesan BC,Wang H,1
Caffrey TC,Selvanesan BC,1
Grandgenett PM,Selvanesan BC,1
Hollingsworth MA,Selvanesan BC,1
Selvanesan BC,Ummat I,1
Selvanesan BC,Strauss MT,1
Mund A,Selvanesan BC,1
Maitra A,Selvanesan BC,1
Oldenburg L,Thomsen JH,1
Bae SW,Thomsen JH,1
Kim B,Thomsen JH,1
Hernández SD,Thomsen JH,1
Jez G,Thomsen JH,1
Bernard V,Thomsen JH,1
Swanson BJ,Thomsen JH,1
Klute KA,Thomsen JH,1
Thomsen JH,Wang H,1
Caffrey TC,Thomsen JH,1
Grandgenett PM,Thomsen JH,1
Hollingsworth MA,Thomsen JH,1
Thomsen JH,Ummat I,1
Strauss MT,Thomsen JH,1
Mund A,Thomsen JH,1
Maitra A,Thomsen JH,1
Bae SW,Oldenburg L,1
Kim B,Oldenburg L,1
Hernández SD,Oldenburg L,1
Jez G,Oldenburg L,1
Bernard V,Oldenburg L,1
Oldenburg L,Swanson BJ,1
Klute KA,Oldenburg L,1
Oldenburg L,Wang H,1
Caffrey TC,Oldenburg L,1
Grandgenett PM,Oldenburg L,1
Hollingsworth MA,Oldenburg L,1
Oldenburg L,Ummat I,1
Oldenburg L,Strauss MT,1
Mund A,Oldenburg L,1
Maitra A,Oldenburg L,1
Bae SW,Kim B,1
Bae SW,Hernández SD,1
Bae SW,Jez G,1
Bae SW,Bernard V,1
Bae SW,Swanson BJ,1
Bae SW,Klute KA,1
Bae SW,Wang H,1
Bae SW,Caffrey TC,1
Bae SW,Grandgenett PM,1
Bae SW,Hollingsworth MA,1
Bae SW,Ummat I,1
Bae SW,Strauss MT,1
Bae SW,Mund A,1
Bae SW,Maitra A,1
Hernández SD,Kim B,1
Jez G,Kim B,1
Bernard V,Kim B,1
Kim B,Swanson BJ,1
Kim B,Klute KA,1
Kim B,Wang H,1
Caffrey TC,Kim B,1
Grandgenett PM,Kim B,1
Hollingsworth MA,Kim B,1
Kim B,Ummat I,1
Kim B,Strauss MT,1
Kim B,Mund A,1
Kim B,Maitra A,1
Hernández SD,Jez G,1
Bernard V,Hernández SD,1
Hernández SD,Swanson BJ,1
Hernández SD,Klute KA,1
Hernández SD,Wang H,1
Caffrey TC,Hernández SD,1
Grandgenett PM,Hernández SD,1
Hernández SD,Hollingsworth MA,1
Hernández SD,Ummat I,1
Hernández SD,Strauss MT,1
Hernández SD,Mund A,1
Hernández SD,Maitra A,1
Bernard V,Jez G,1
Jez G,Swanson BJ,1
Jez G,Klute KA,1
Jez G,Wang H,1
Caffrey TC,Jez G,1
Grandgenett PM,Jez G,1
Hollingsworth MA,Jez G,1
Jez G,Ummat I,1
Jez G,Strauss MT,1
Jez G,Maitra A,1
Bernard V,Swanson BJ,1
Bernard V,Klute KA,1
Bernard V,Wang H,1
Bernard V,Caffrey TC,1
Bernard V,Grandgenett PM,1
Bernard V,Hollingsworth MA,1
Bernard V,Ummat I,1
Bernard V,Strauss MT,1
Bernard V,Mund A,1
Bernard V,Maitra A,1
Klute KA,Swanson BJ,1
Swanson BJ,Wang H,1
Caffrey TC,Swanson BJ,1
Grandgenett PM,Swanson BJ,1
Hollingsworth MA,Swanson BJ,1
Swanson BJ,Ummat I,1
Strauss MT,Swanson BJ,1
Mund A,Swanson BJ,1
Maitra A,Swanson BJ,1
Klute KA,Wang H,1
Caffrey TC,Klute KA,1
Grandgenett PM,Klute KA,1
Hollingsworth MA,Klute KA,1
Klute KA,Ummat I,1
Klute KA,Strauss MT,1
Klute KA,Mund A,1
Klute KA,Maitra A,1
Caffrey TC,Wang H,1
Grandgenett PM,Wang H,1
Hollingsworth MA,Wang H,1
Ummat I,Wang H,1
Strauss MT,Wang H,1
Mund A,Wang H,1
Maitra A,Wang H,1
Caffrey TC,Grandgenett PM,1
Caffrey TC,Hollingsworth MA,1
Caffrey TC,Ummat I,1
Caffrey TC,Strauss MT,1
Caffrey TC,Mund A,1
Caffrey TC,Maitra A,1
Grandgenett PM,Hollingsworth MA,1
Grandgenett PM,Ummat I,1
Grandgenett PM,Strauss MT,1
Grandgenett PM,Mund A,1
Grandgenett PM,Maitra A,1
Hollingsworth MA,Ummat I,1
Hollingsworth MA,Strauss MT,1
Hollingsworth MA,Mund A,1
Hollingsworth MA,Maitra A,1
Strauss MT,Ummat I,1
Mund A,Ummat I,1
Maitra A,Ummat I,1
Maitra A,Strauss MT,1
Maitra A,Mund A,1
Fan R,Yang M,1
Schoffer K,Shen C,1
Shen C,Williams C,1
Shen C,Tanzer MC,1
Schoffer K,Williams C,1
Schoffer K,Tanzer MC,1
Tanzer MC,Williams C,1
Novak A,Siemes D,1
Siemes D,Thiebes S,1
Siemes D,Widera L,1
Siemes D,Tautges S,1
Siemes D,Voss H,1
Borgards L,Siemes D,1
Habermann D,Siemes D,1
Chen J,Siemes D,1
Shevchuk O,Siemes D,1
Engel DR,Siemes D,1
Novak A,Thiebes S,1
Novak A,Widera L,1
Novak A,Tautges S,1
Novak A,Voss H,1
Borgards L,Novak A,1
Habermann D,Novak A,1
Chen J,Novak A,1
Novak A,Shevchuk O,1
Engel DR,Novak A,1
Thiebes S,Widera L,1
Tautges S,Thiebes S,1
Thiebes S,Voss H,1
Borgards L,Thiebes S,1
Habermann D,Thiebes S,1
Chen J,Thiebes S,1
Shevchuk O,Thiebes S,1
Engel DR,Thiebes S,1
Tautges S,Widera L,1
Voss H,Widera L,1
Borgards L,Widera L,1
Habermann D,Widera L,1
Chen J,Widera L,1
Shevchuk O,Widera L,1
Engel DR,Widera L,1
Tautges S,Voss H,1
Borgards L,Tautges S,1
Habermann D,Tautges S,1
Chen J,Tautges S,1
Shevchuk O,Tautges S,1
Engel DR,Tautges S,1
Borgards L,Voss H,1
Habermann D,Voss H,1
Chen J,Voss H,1
Shevchuk O,Voss H,1
Engel DR,Voss H,1
Borgards L,Habermann D,1
Borgards L,Chen J,1
Borgards L,Shevchuk O,1
Borgards L,Engel DR,1
Chen J,Habermann D,1
Habermann D,Shevchuk O,1
Engel DR,Habermann D,1
Chen J,Shevchuk O,1
Chen J,Engel DR,1
Engel DR,Shevchuk O,1
Miczán V,Migh E,1
Migh E,Post F,1
Koos K,Migh E,1
Beleon A,Migh E,1
Kokai D,Migh E,1
Iván ZZ,Migh E,1
Grexa I,Migh E,1
Migh E,Moshkov N,1
Csikos D,Migh E,1
Hapek N,Migh E,1
Kaptás F,Migh E,1
Kovacs F,Migh E,1
Mahdessian D,Migh E,1
Axelsson U,Migh E,1
Migh E,Pal C,1
Manczinger M,Migh E,1
Miczán V,Post F,1
Koos K,Miczán V,1
Beleon A,Miczán V,1
Kokai D,Miczán V,1
Iván ZZ,Miczán V,1
Grexa I,Miczán V,1
Miczán V,Moshkov N,1
Hollandi R,Miczán V,1
Csikos D,Miczán V,1
Hapek N,Miczán V,1
Kaptás F,Miczán V,1
Kovacs F,Miczán V,1
Kriston A,Miczán V,1
Mahdessian D,Miczán V,1
Axelsson U,Miczán V,1
Miczán V,Pal C,1
Lundberg E,Miczán V,1
Manczinger M,Miczán V,1
Miczán V,Mund A,1
Mann M,Miczán V,1
Horvath P,Miczán V,1
Koos K,Post F,1
Beleon A,Post F,1
Kokai D,Post F,1
Iván ZZ,Post F,1
Grexa I,Post F,1
Moshkov N,Post F,1
Hollandi R,Post F,1
Csikos D,Post F,1
Hapek N,Post F,1
Kaptás F,Post F,1
Kovacs F,Post F,1
Kriston A,Post F,1
Mahdessian D,Post F,1
Axelsson U,Post F,1
Pal C,Post F,1
Lundberg E,Post F,1
Manczinger M,Post F,1
Horvath P,Post F,1
Beleon A,Koos K,1
Kokai D,Koos K,1
Iván ZZ,Koos K,1
Grexa I,Koos K,1
Koos K,Moshkov N,1
Hollandi R,Koos K,1
Csikos D,Koos K,1
Hapek N,Koos K,1
Kaptás F,Koos K,1
Koos K,Kovacs F,1
Koos K,Kriston A,1
Koos K,Mahdessian D,1
Axelsson U,Koos K,1
Koos K,Pal C,1
Koos K,Lundberg E,1
Koos K,Manczinger M,1
Koos K,Mund A,1
Koos K,Mann M,1
Horvath P,Koos K,1
Beleon A,Kokai D,1
Beleon A,Iván ZZ,1
Beleon A,Grexa I,1
Beleon A,Moshkov N,1
Beleon A,Hollandi R,1
Beleon A,Csikos D,1
Beleon A,Hapek N,1
Beleon A,Kaptás F,1
Beleon A,Kovacs F,1
Beleon A,Kriston A,1
Beleon A,Mahdessian D,1
Axelsson U,Beleon A,1
Beleon A,Pal C,1
Beleon A,Lundberg E,1
Beleon A,Manczinger M,1
Beleon A,Mund A,1
Beleon A,Mann M,1
Beleon A,Horvath P,1
Iván ZZ,Kokai D,1
Grexa I,Kokai D,1
Kokai D,Moshkov N,1
Hollandi R,Kokai D,1
Csikos D,Kokai D,1
Hapek N,Kokai D,1
Kaptás F,Kokai D,1
Kokai D,Kovacs F,1
Kokai D,Kriston A,1
Kokai D,Mahdessian D,1
Axelsson U,Kokai D,1
Kokai D,Pal C,1
Kokai D,Lundberg E,1
Kokai D,Manczinger M,1
Kokai D,Mund A,1
Kokai D,Mann M,1
Horvath P,Kokai D,1
Grexa I,Iván ZZ,1
Iván ZZ,Moshkov N,1
Hollandi R,Iván ZZ,1
Csikos D,Iván ZZ,1
Hapek N,Iván ZZ,1
Iván ZZ,Kaptás F,1
Iván ZZ,Kovacs F,1
Iván ZZ,Kriston A,1
Iván ZZ,Mahdessian D,1
Axelsson U,Iván ZZ,1
Iván ZZ,Pal C,1
Iván ZZ,Lundberg E,1
Iván ZZ,Manczinger M,1
Iván ZZ,Mund A,1
Iván ZZ,Mann M,1
Horvath P,Iván ZZ,1
Grexa I,Moshkov N,1
Grexa I,Hollandi R,1
Csikos D,Grexa I,1
Grexa I,Hapek N,1
Grexa I,Kaptás F,1
Grexa I,Kovacs F,1
Grexa I,Kriston A,1
Grexa I,Mahdessian D,1
Axelsson U,Grexa I,1
Grexa I,Pal C,1
Grexa I,Lundberg E,1
Grexa I,Manczinger M,1
Grexa I,Mund A,1
Grexa I,Mann M,1
Grexa I,Horvath P,1
Hollandi R,Moshkov N,1
Csikos D,Moshkov N,1
Hapek N,Moshkov N,1
Kaptás F,Moshkov N,1
Kovacs F,Moshkov N,1
Kriston A,Moshkov N,1
Mahdessian D,Moshkov N,1
Axelsson U,Moshkov N,1
Moshkov N,Pal C,1
Lundberg E,Moshkov N,1
Manczinger M,Moshkov N,1
Moshkov N,Mund A,1
Mann M,Moshkov N,1
Horvath P,Moshkov N,1
Csikos D,Hollandi R,1
Hapek N,Hollandi R,1
Hollandi R,Kaptás F,1
Hollandi R,Kovacs F,1
Hollandi R,Mahdessian D,1
Axelsson U,Hollandi R,1
Hollandi R,Pal C,1
Hollandi R,Manczinger M,1
Csikos D,Hapek N,1
Csikos D,Kaptás F,1
Csikos D,Kovacs F,1
Csikos D,Kriston A,1
Csikos D,Mahdessian D,1
Axelsson U,Csikos D,1
Csikos D,Pal C,1
Csikos D,Lundberg E,1
Csikos D,Manczinger M,1
Csikos D,Mund A,1
Csikos D,Mann M,1
Csikos D,Horvath P,1
Hapek N,Kaptás F,1
Hapek N,Kovacs F,1
Hapek N,Kriston A,1
Hapek N,Mahdessian D,1
Axelsson U,Hapek N,1
Hapek N,Pal C,1
Hapek N,Lundberg E,1
Hapek N,Manczinger M,1
Hapek N,Mund A,1
Hapek N,Mann M,1
Hapek N,Horvath P,1
Kaptás F,Kovacs F,1
Kaptás F,Kriston A,1
Kaptás F,Mahdessian D,1
Axelsson U,Kaptás F,1
Kaptás F,Pal C,1
Kaptás F,Lundberg E,1
Kaptás F,Manczinger M,1
Kaptás F,Mund A,1
Kaptás F,Mann M,1
Horvath P,Kaptás F,1
Kovacs F,Kriston A,1
Kovacs F,Mahdessian D,1
Axelsson U,Kovacs F,1
Kovacs F,Pal C,1
Kovacs F,Lundberg E,2
Kovacs F,Manczinger M,1
Kovacs F,Mund A,1
Kovacs F,Mann M,2
Horvath P,Kovacs F,2
Kriston A,Mahdessian D,1
Axelsson U,Kriston A,1
Kriston A,Pal C,1
Kriston A,Manczinger M,1
Axelsson U,Mahdessian D,1
Mahdessian D,Pal C,1
Lundberg E,Mahdessian D,1
Mahdessian D,Manczinger M,1
Mahdessian D,Mund A,1
Mahdessian D,Mann M,1
Horvath P,Mahdessian D,1
Axelsson U,Pal C,1
Axelsson U,Lundberg E,1
Axelsson U,Manczinger M,1
Axelsson U,Mund A,1
Axelsson U,Mann M,1
Axelsson U,Horvath P,1
Lundberg E,Pal C,1
Manczinger M,Pal C,1
Mund A,Pal C,1
Mann M,Pal C,1
Horvath P,Pal C,1
Lundberg E,Manczinger M,1
Manczinger M,Mund A,1
Manczinger M,Mann M,1
Horvath P,Manczinger M,1
Dorka N,Mardamshina M,1
Mardamshina M,Thielert M,1
Björklund F,Mardamshina M,1
Mardamshina M,Navarro FB,1
Casals AM,Mardamshina M,1
Kovacs F,Mardamshina M,1
Manning Fox JE,Mardamshina M,1
Horvath P,Mardamshina M,1
MacDonald PE,Mardamshina M,1
Mann M,Mardamshina M,1
Lundberg E,Mardamshina M,1
Dorka N,Thielert M,1
Björklund F,Dorka N,1
Dorka N,Navarro FB,1
Casals AM,Dorka N,1
Dorka N,Kovacs F,1
Dorka N,Manning Fox JE,1
Dorka N,Horvath P,1
Dorka N,MacDonald PE,1
Dorka N,Mann M,1
Dorka N,Lundberg E,1
Björklund F,Thielert M,1
Navarro FB,Thielert M,1
Casals AM,Thielert M,1
Kovacs F,Thielert M,1
Manning Fox JE,Thielert M,1
Horvath P,Thielert M,1
MacDonald PE,Thielert M,1
Lundberg E,Thielert M,1
Björklund F,Navarro FB,1
Björklund F,Casals AM,1
Björklund F,Kovacs F,1
Björklund F,Manning Fox JE,1
Björklund F,Horvath P,1
Björklund F,MacDonald PE,1
Björklund F,Mann M,1
Björklund F,Lundberg E,1
Casals AM,Navarro FB,1
Kovacs F,Navarro FB,1
Manning Fox JE,Navarro FB,1
Horvath P,Navarro FB,1
MacDonald PE,Navarro FB,1
Mann M,Navarro FB,1
Lundberg E,Navarro FB,1
Casals AM,Kovacs F,1
Casals AM,Manning Fox JE,1
Casals AM,Horvath P,1
Casals AM,MacDonald PE,1
Casals AM,Mann M,1
Casals AM,Lundberg E,1
Kovacs F,Manning Fox JE,1
Kovacs F,MacDonald PE,1
Horvath P,Manning Fox JE,1
MacDonald PE,Manning Fox JE,1
Mann M,Manning Fox JE,1
Lundberg E,Manning Fox JE,1
Horvath P,MacDonald PE,1
MacDonald PE,Mann M,1
Lundberg E,MacDonald PE,1
Heymann T,Oliinyk D,2
Henneberg L,Oliinyk D,1
Bardziukova A,Oliinyk D,1
Oliinyk D,Thielert M,1
Kjærgaard J,Oliinyk D,1
Oliinyk D,Zwiebel M,1
Oliinyk D,Vasconez S,1
Oeller M,Oliinyk D,2
Metousis A,Oliinyk D,2
Oliinyk D,Ugur E,1
Oliinyk D,Rodriguez EH,1
Oliinyk D,Rosenberger FA,2
Oliinyk D,Schallenberg S,1
Klauschen F,Oliinyk D,1
Mann M,Oliinyk D,2
Henneberg L,Heymann T,1
Bardziukova A,Heymann T,1
Heymann T,Thielert M,1
Heymann T,Kjærgaard J,1
Heymann T,Zwiebel M,1
Heymann T,Vasconez S,1
Heymann T,Oeller M,2
Heymann T,Metousis A,3
Heymann T,Ugur E,1
Heymann T,Rodriguez EH,1
Heymann T,Rosenberger FA,2
Heymann T,Schallenberg S,1
Heymann T,Klauschen F,1
Heymann T,Mann M,3
Bardziukova A,Henneberg L,1
Henneberg L,Thielert M,1
Henneberg L,Kjærgaard J,1
Henneberg L,Zwiebel M,1
Henneberg L,Vasconez S,1
Henneberg L,Oeller M,1
Henneberg L,Metousis A,1
Henneberg L,Ugur E,1
Henneberg L,Rodriguez EH,1
Henneberg L,Rosenberger FA,1
Henneberg L,Schallenberg S,1
Henneberg L,Klauschen F,1
Henneberg L,Mann M,1
Bardziukova A,Thielert M,1
Bardziukova A,Kjærgaard J,1
Bardziukova A,Zwiebel M,1
Bardziukova A,Vasconez S,1
Bardziukova A,Oeller M,1
Bardziukova A,Metousis A,1
Bardziukova A,Ugur E,1
Bardziukova A,Rodriguez EH,1
Bardziukova A,Rosenberger FA,1
